molregno,chembl_id,chirality,molecule_type,canonical_smiles,alogp,molecular_species,action_type
2197793,CHEMBL3989922,1,Small molecule,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,2.59,BASE,INHIBITOR
2197844,CHEMBL3989973,2,Small molecule,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,5.23,NEUTRAL,INHIBITOR
2197844,CHEMBL3989973,2,Small molecule,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,5.23,NEUTRAL,INHIBITOR
1947706,CHEMBL3581647,1,Small molecule,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,5.53,NEUTRAL,INHIBITOR
694811,CHEMBL1232461,1,Small molecule,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,3.66,NEUTRAL,INHIBITOR
2225368,CHEMBL4085457,1,Small molecule,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.94,NEUTRAL,INHIBITOR
2225368,CHEMBL4085457,1,Small molecule,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.94,NEUTRAL,INHIBITOR
2335429,CHEMBL4297458,1,Small molecule,Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,5.54,NEUTRAL,INHIBITOR
1566719,CHEMBL2393130,2,Small molecule,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,2.6,NEUTRAL,INHIBITOR
2335394,CHEMBL4297423,1,Small molecule,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCN(C)CC1)c1nnc(C)n1-2,3.94,NEUTRAL,INHIBITOR
573017,CHEMBL573677,1,Small molecule,C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1,8.48,ZWITTERION,AGONIST
2197820,CHEMBL3989949,1,Small molecule,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,1.16,NEUTRAL,POSITIVE ALLOSTERIC MODULATOR
2197820,CHEMBL3989949,1,Small molecule,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,1.16,NEUTRAL,INHIBITOR
2241718,CHEMBL4101807,2,Small molecule,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,3.62,NEUTRAL,POSITIVE MODULATOR
2039284,CHEMBL3707313,2,Small molecule,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,5.99,ACID,AGONIST
1927158,CHEMBL3545309,1,Small molecule,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O,3.87,BASE,INHIBITOR
1592344,CHEMBL3039526,2,Small molecule,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,3.28,NEUTRAL,AGONIST
1966507,CHEMBL3622821,1,Small molecule,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,2.91,NEUTRAL,INHIBITOR
2197845,CHEMBL3989974,1,Small molecule,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,-0.18,ACID,INHIBITOR
2335187,CHEMBL4297216,2,Small molecule,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,4.82,BASE,INHIBITOR
2335187,CHEMBL4297216,2,Small molecule,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,4.82,BASE,INHIBITOR
1304559,CHEMBL1983268,2,Small molecule,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,5.03,NEUTRAL,INHIBITOR
1304559,CHEMBL1983268,2,Small molecule,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,5.03,NEUTRAL,INHIBITOR
1304559,CHEMBL1983268,2,Small molecule,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,5.03,NEUTRAL,INHIBITOR
2336099,CHEMBL4298128,1,Small molecule,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,4.02,ACID,POSITIVE MODULATOR
2146132,CHEMBL3936761,1,Small molecule,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,4.22,NEUTRAL,INHIBITOR
2267090,CHEMBL4164059,2,Small molecule,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,4.17,BASE,INVERSE AGONIST
378216,CHEMBL227875,1,Small molecule,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,2.67,NEUTRAL,
2039364,CHEMBL3707393,1,Small molecule,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1.O=P(O)(O)O,2.43,NEUTRAL,INHIBITOR
2039217,CHEMBL3707246,1,Small molecule,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N.Cl,3.63,BASE,MODULATOR
20881,CHEMBL600,1,Small molecule,CC(=O)N[C@@H](CS)C(=O)O,-0.49,ACID,
20881,CHEMBL600,1,Small molecule,CC(=O)N[C@@H](CS)C(=O)O,-0.49,ACID,
443348,CHEMBL196,1,Small molecule,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,-1.41,ACID,
673430,CHEMBL1199480,2,Small molecule,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,9.63,BASE,
84575,CHEMBL294029,1,Small molecule,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,4.24,NEUTRAL,INHIBITOR
1927162,CHEMBL3545313,2,Small molecule,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,4.47,ACID,INHIBITOR
2205527,CHEMBL4065616,1,Small molecule,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,2.31,NEUTRAL,INHIBITOR
2282945,CHEMBL4204794,1,Small molecule,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,2.61,BASE,INHIBITOR
2282945,CHEMBL4204794,1,Small molecule,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,2.61,BASE,INHIBITOR
2464691,CHEMBL4594260,2,Small molecule,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,4.73,NEUTRAL,INHIBITOR
497330,CHEMBL1661,1,Small molecule,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,-5.76,NEUTRAL,
1540501,CHEMBL2364629,1,Small molecule,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.O.O.O.O=S(=O)(O)O,4.49,BASE,ANTAGONIST
149457,CHEMBL90593,1,Small molecule,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,3.88,NEUTRAL,
563451,CHEMBL550495,2,Small molecule,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],2.5,NEUTRAL,
947848,CHEMBL1523964,1,Small molecule,CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1.O=S(=O)(O)O,1.33,BASE,AGONIST
114423,CHEMBL70663,2,Small molecule,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,4.76,NEUTRAL,INHIBITOR
565387,CHEMBL551978,2,Small molecule,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,4.93,NEUTRAL,INHIBITOR
1677677,CHEMBL3188386,2,Small molecule,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,3.79,NEUTRAL,INHIBITOR
61337,CHEMBL297884,1,Small molecule,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,6.05,ACID,INHIBITOR
1378020,CHEMBL2105750,1,Small molecule,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,4.99,ACID,INHIBITOR
1334241,CHEMBL2013174,1,Small molecule,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O,6.2,ACID,INHIBITOR
2335618,CHEMBL4297647,1,Small molecule,CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1,6.61,ACID,INHIBITOR
704872,CHEMBL1255891,1,Small molecule,CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,3.62,NEUTRAL,INHIBITOR
1378005,CHEMBL2105735,1,Small molecule,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,3.85,ACID,INHIBITOR
597302,CHEMBL599872,1,Small molecule,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,3.67,ACID,INHIBITOR
345157,CHEMBL206031,1,Small molecule,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,3.87,NEUTRAL,INHIBITOR
161350,CHEMBL322241,1,Small molecule,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,2.76,NEUTRAL,INHIBITOR
431125,CHEMBL258734,1,Small molecule,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,3.14,ACID,INHIBITOR
686453,CHEMBL1214598,2,Small molecule,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,5.18,ZWITTERION,NEGATIVE MODULATOR
195106,CHEMBL71595,2,Small molecule,OO,0.02,NEUTRAL,
3012,CHEMBL45,2,Small molecule,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1.86,NEUTRAL,AGONIST
367153,CHEMBL221692,2,Small molecule,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,3.98,NEUTRAL,AGONIST
367153,CHEMBL221692,2,Small molecule,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,3.98,NEUTRAL,ANTAGONIST
367153,CHEMBL221692,2,Small molecule,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,3.98,NEUTRAL,ANTAGONIST
2335614,CHEMBL4297643,2,Small molecule,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,3.08,NEUTRAL,INHIBITOR
33589,CHEMBL25202,2,Small molecule,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,4.99,ACID,AGONIST
2334770,CHEMBL4296719,1,Small molecule,O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O,,,INHIBITOR
2039206,CHEMBL3707235,1,Small molecule,N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O,2.37,NEUTRAL,INHIBITOR
302297,CHEMBL361812,1,Small molecule,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,3.09,ACID,ANTAGONIST
2335602,CHEMBL4297631,2,Small molecule,CCCCCCCCCCCCCCCCCC(=O)NCCCCOn1c(CCCC)nc2c(N)nc3ccccc3c21,9.1,NEUTRAL,AGONIST
2335602,CHEMBL4297631,2,Small molecule,CCCCCCCCCCCCCCCCCC(=O)NCCCCOn1c(CCCC)nc2c(N)nc3ccccc3c21,9.1,NEUTRAL,AGONIST
139099,CHEMBL86304,2,Small molecule,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1.4,NEUTRAL,INHIBITOR
364745,CHEMBL219916,2,Small molecule,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.35,NEUTRAL,ANTAGONIST
1379578,CHEMBL2107308,2,Small molecule,COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC.Cl.O.O.O,2.97,BASE,INHIBITOR
1142451,CHEMBL1767408,0,Small molecule,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+],-4.19,ACID,AGONIST
1142451,CHEMBL1767408,0,Small molecule,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+],-4.19,ACID,AGONIST
1671132,CHEMBL3181841,1,Small molecule,Cl.Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,2.89,NEUTRAL,ANTAGONIST
150743,CHEMBL92401,2,Small molecule,CC(C)NNC(=O)c1ccncc1,0.72,NEUTRAL,INHIBITOR
6772,CHEMBL9967,2,Small molecule,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1.56,NEUTRAL,ANTAGONIST
328137,CHEMBL193482,1,Small molecule,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,2.58,NEUTRAL,MODULATOR
324977,CHEMBL195591,-1,Small molecule,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(CS(=O)(=O)c2ccc(N)cc2)no1,,,INHIBITOR
324977,CHEMBL195591,-1,Small molecule,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(CS(=O)(=O)c2ccc(N)cc2)no1,,,INHIBITOR
1421280,CHEMBL2147777,1,Small molecule,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,1.57,BASE,INHIBITOR
1380076,CHEMBL2107806,1,Small molecule,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)[O-])[C@@H](CCC(=O)[O-])[C@@H]3C.[Na+].[Na+].[Na+].[Na+],5.95,ACID,
1672742,CHEMBL3183451,1,Small molecule,CS(=O)(=O)O.C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21.O,4.47,ZWITTERION,INHIBITOR
1672742,CHEMBL3183451,1,Small molecule,CS(=O)(=O)O.C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21.O,4.47,ZWITTERION,INHIBITOR
2335629,CHEMBL4297658,1,Small molecule,O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,,,INHIBITOR
479445,CHEMBL467058,1,Small molecule,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,-0.01,ZWITTERION,INHIBITOR
479445,CHEMBL467058,1,Small molecule,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,-0.01,ZWITTERION,INHIBITOR
1270372,CHEMBL1929396,1,Small molecule,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,0.65,NEUTRAL,INHIBITOR
411854,CHEMBL247951,1,Small molecule,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,5.55,ACID,AGONIST
317541,CHEMBL435298,1,Small molecule,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.68,ACID,INHIBITOR
453827,CHEMBL521589,0,Small molecule,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,2.23,BASE,AGONIST
164680,CHEMBL317094,1,Small molecule,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,0.88,ACID,INHIBITOR
2335596,CHEMBL4297625,1,Small molecule,CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,1.13,NEUTRAL,INHIBITOR
2335596,CHEMBL4297625,1,Small molecule,CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,1.13,NEUTRAL,INHIBITOR
2197840,CHEMBL3989969,1,Small molecule,C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F,3.56,NEUTRAL,ANTAGONIST
147769,CHEMBL91397,2,Small molecule,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,5.63,NEUTRAL,ANTAGONIST
147769,CHEMBL91397,2,Small molecule,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,5.63,NEUTRAL,ANTAGONIST
129399,CHEMBL420762,0,Small molecule,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,5.29,BASE,ANTAGONIST
300585,CHEMBL178803,2,Small molecule,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,4.69,NEUTRAL,ANTAGONIST
300585,CHEMBL178803,2,Small molecule,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,4.69,NEUTRAL,ANTAGONIST
302297,CHEMBL361812,1,Small molecule,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,3.09,ACID,ANTAGONIST
161549,CHEMBL319144,2,Small molecule,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,-0.12,ACID,INHIBITOR
20372,CHEMBL18116,0,Small molecule,Cc1cccc(N2CC(CO)OC2=O)c1,1.31,NEUTRAL,INHIBITOR
111060,CHEMBL305660,2,Small molecule,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,7.22,NEUTRAL,INVERSE AGONIST
488974,CHEMBL468419,0,Small molecule,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,2.68,NEUTRAL,INHIBITOR
88882,CHEMBL56337,2,Small molecule,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,2.92,ACID,INHIBITOR
33589,CHEMBL25202,2,Small molecule,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,4.99,ACID,AGONIST
22873,CHEMBL19299,0,Small molecule,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,2.79,ACID,INHIBITOR
23745,CHEMBL19449,2,Small molecule,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,3.3,NEUTRAL,INHIBITOR
60422,CHEMBL289480,2,Small molecule,C1COC(NC(C2CC2)C2CC2)=N1,1.15,NEUTRAL,AGONIST
237007,CHEMBL142635,0,Small molecule,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,3.41,NEUTRAL,ANTAGONIST
23745,CHEMBL19449,2,Small molecule,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,3.3,NEUTRAL,INHIBITOR
300585,CHEMBL178803,2,Small molecule,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,4.69,NEUTRAL,ANTAGONIST
26451,CHEMBL21333,2,Small molecule,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,4.63,ACID,ANTAGONIST
152819,CHEMBL94454,2,Small molecule,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,3.41,NEUTRAL,ANTAGONIST
429475,CHEMBL259972,2,Small molecule,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,3.65,ACID,INHIBITOR
1142451,CHEMBL1767408,0,Small molecule,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+],-4.19,ACID,AGONIST
1142451,CHEMBL1767408,0,Small molecule,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+],-4.19,ACID,AGONIST
1376145,CHEMBL2103875,2,Small molecule,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,3.94,NEUTRAL,INHIBITOR
617076,CHEMBL1078685,2,Small molecule,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,1.8,NEUTRAL,INHIBITOR
162444,CHEMBL328190,1,Small molecule,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,5.73,BASE,MODULATOR
23745,CHEMBL19449,2,Small molecule,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,3.3,NEUTRAL,INHIBITOR
23745,CHEMBL19449,2,Small molecule,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,3.3,NEUTRAL,INHIBITOR
698874,CHEMBL1236524,1,Small molecule,Nc1ncnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,-1.73,NEUTRAL,INHIBITOR
446432,CHEMBL460026,2,Small molecule,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,5.99,ACID,
1378497,CHEMBL2106227,0,Small molecule,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,4.23,NEUTRAL,ANTAGONIST
1038730,CHEMBL1615779,2,Small molecule,N=C(N)NCc1cccc([131I])c1,1.27,BASE,SUBSTRATE
1445435,CHEMBL2205807,2,Small molecule,Cc1ccc(-c2ccc(C)cn2)nc1,2.76,NEUTRAL,INHIBITOR
1445435,CHEMBL2205807,2,Small molecule,Cc1ccc(-c2ccc(C)cn2)nc1,2.76,NEUTRAL,SEQUESTERING AGENT
1763560,CHEMBL3301598,2,Small molecule,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,1.17,ACID,INHIBITOR
2335493,CHEMBL4297522,2,Small molecule,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,3.66,NEUTRAL,INHIBITOR
1148185,CHEMBL1779710,1,Small molecule,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,1.51,BASE,INHIBITOR
1763580,CHEMBL3301618,2,Small molecule,CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,5.01,NEUTRAL,AGONIST
502152,CHEMBL454801,2,Small molecule,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,17.85,NEUTRAL,
